Source,Target,Type,Id,Label,Weight,link
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=ImtNN8n_xko,Directed,1202,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=S4USNFOd8tY,Directed,1203,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=ekSJVmxMiL4,Directed,1207,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=XCCbUdYq--c,Directed,1209,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=pLwINbbA6zU,Directed,1212,,2,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=p_rA1JSDDOE&t=8s,Directed,1221,,3,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=LVMb7ck_Njc&t=6s,Directed,1224,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=MLmJD9x2Z6c,Directed,1234,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=4LvaX748pVI,Directed,1235,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=jsz6vXW77yc,Directed,1238,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=vmd1qMN5Yo0,Directed,1255,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=9bPIaHg11mI,Directed,1271,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=F4neLJQC1_E,Directed,1272,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=m6epCGLgXRo,Directed,1302,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=xXpThOGdIf4,Directed,1303,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=rJZyPdYIbZI,Directed,1322,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=umDB7NzDE6E,Directed,1331,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=ajKXaT1fwTs,Directed,1332,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=zQ29UhAolHY,Directed,1343,,1,1
https://www.youtube.com/user/WarnerBrosPictures/videos,https://www.youtube.com/watch?v=XY2eW2cXcNg,Directed,1347,,1,1
